Date,Open,High,Low,Close,Volume
8/3/2015 16:00:00,104.59,104.82,104.05,104.1,3528596
8/4/2015 16:00:00,104.56,104.75,103.95,104.31,3241016
8/5/2015 16:00:00,104.42,104.5,103.78,103.93,5041015
8/6/2015 16:00:00,104.15,104.86,104.14,104.39,3908124
8/7/2015 16:00:00,104.56,105.38,104.55,104.65,4400915
8/10/2015 16:00:00,105.03,106.27,104.92,105.72,5892602
8/11/2015 16:00:00,106.49,106.63,105.77,106.26,4060892
8/12/2015 16:00:00,106.99,107.91,106.93,107.75,10022547
8/13/2015 16:00:00,106.95,107.18,106.71,106.86,4761682
8/14/2015 16:00:00,107.07,107.41,106.54,106.85,3509238
8/17/2015 16:00:00,107.37,107.51,107,107.13,5769080
8/18/2015 16:00:00,106.67,107.33,106.31,107.11,4121839
8/19/2015 16:00:00,107.63,108.67,107.63,108.55,7035087
8/20/2015 16:00:00,109.81,110.61,109.7,110.44,12549017
8/21/2015 16:00:00,110.93,111.33,110.12,111.13,13917638
8/24/2015 16:00:00,111.54,112.12,109.77,110.53,18388730
8/25/2015 16:00:00,110.01,110.05,108.72,109.16,9974186
8/26/2015 16:00:00,107.72,108.06,107.08,107.67,10856643
8/27/2015 16:00:00,107.33,108.04,107.11,107.73,8102071
8/28/2015 16:00:00,108.17,109.3,108.12,108.7,7558923
8/31/2015 16:00:00,108.19,108.92,108.03,108.82,4532081
9/1/2015 16:00:00,109.63,109.77,108.94,109.2,7077848
9/2/2015 16:00:00,109.01,109.34,108.46,108.62,4115731
9/3/2015 16:00:00,107.77,108.32,107.56,107.84,3913100
9/4/2015 16:00:00,107.14,107.56,107.07,107.49,4025022
9/8/2015 16:00:00,107.6,107.94,107.31,107.52,5982061
9/9/2015 16:00:00,106.64,106.71,105.48,106.13,8855138
9/10/2015 16:00:00,106.61,106.7,106.18,106.38,6203955
9/11/2015 16:00:00,105.65,106.2,105.27,106.16,4023894
9/14/2015 16:00:00,105.86,106.39,105.78,106.22,2350848
9/15/2015 16:00:00,105.83,106.06,105.68,105.9,2904958
9/16/2015 16:00:00,106.6,107.71,106.56,107.31,5315633
9/17/2015 16:00:00,107.07,108.58,106.96,108.41,8403849
9/18/2015 16:00:00,109.1,109.38,108.82,109.21,6794284
9/21/2015 16:00:00,108.49,108.66,108.33,108.53,4104752
9/22/2015 16:00:00,107.58,107.96,107.44,107.79,5483262
9/23/2015 16:00:00,108.54,108.64,108.2,108.22,2744177
9/24/2015 16:00:00,109.67,110.82,109.63,110.49,11024343
9/25/2015 16:00:00,109.87,110.03,109.55,109.81,5209493
9/28/2015 16:00:00,108.37,108.91,108.27,108.42,3809622
9/29/2015 16:00:00,108.24,108.69,107.88,107.98,4043592
9/30/2015 16:00:00,106.78,107.08,106.47,106.86,7405576
10/1/2015 16:00:00,106.98,107.21,106.63,106.73,4278592
10/2/2015 16:00:00,108.54,109.32,108.54,108.99,7730647
10/5/2015 16:00:00,109.14,109.38,108.46,108.77,5490200
10/6/2015 16:00:00,109.8,110.26,109.63,109.86,7513898
10/7/2015 16:00:00,109.75,110.14,109.34,109.7,5355489
10/8/2015 16:00:00,109.16,110.27,109.06,109.14,5038194
10/9/2015 16:00:00,110.54,111.05,110.23,110.87,7907263
10/12/2015 16:00:00,111.67,111.73,111.01,111.31,6257945
10/13/2015 16:00:00,111.36,111.87,111.28,111.86,5149627
10/14/2015 16:00:00,112.63,113.95,112.3,113.81,10207765
10/15/2015 16:00:00,113.2,113.99,112.94,113.29,14083929
10/16/2015 16:00:00,113.24,113.44,112.43,112.49,7328038
10/19/2015 16:00:00,112.64,112.69,111.89,112.02,3959383
10/20/2015 16:00:00,112.38,113.09,112.38,112.73,4903225
10/21/2015 16:00:00,112.37,112.37,111.41,111.73,3908787
10/22/2015 16:00:00,111.52,112.21,111.43,111.69,3436365
10/23/2015 16:00:00,111.81,111.84,110.96,111.5,4868351
10/26/2015 16:00:00,111.73,111.98,111.33,111.43,2573512
10/27/2015 16:00:00,111.31,111.81,111.29,111.68,2646105
10/28/2015 16:00:00,112.68,113.25,110.31,110.78,8201197
10/29/2015 16:00:00,110.23,110.6,109.66,109.72,5150835
10/30/2015 16:00:00,109.5,109.58,109.06,109.3,5543162
11/2/2015 16:00:00,108.64,108.84,108.46,108.59,5843311
11/3/2015 16:00:00,107.79,107.81,106.68,106.98,7145264
11/4/2015 16:00:00,107.02,107.09,105.92,105.97,7617813
11/5/2015 16:00:00,106.01,106.1,105.58,105.64,5931124
11/6/2015 16:00:00,104.17,104.42,104.02,104.1,8831874
11/9/2015 16:00:00,104.3,104.58,104.19,104.4,4129199
11/10/2015 16:00:00,104.09,104.65,103.87,104.18,4450764
11/11/2015 16:00:00,104.09,104.23,103.78,103.83,3527590
11/12/2015 16:00:00,103.09,104.32,103.04,103.85,6300546
11/13/2015 16:00:00,103.54,103.74,103.45,103.56,3224207
11/16/2015 16:00:00,103.98,104.03,103.52,103.71,2951109
11/17/2015 16:00:00,103.38,103.4,101.98,102.34,8593070
11/18/2015 16:00:00,102.39,102.95,102.04,102.43,5043766
11/19/2015 16:00:00,103.07,104.09,103.07,103.56,5087639
11/20/2015 16:00:00,103.58,103.66,102.97,103.09,5971643
11/23/2015 16:00:00,102.48,102.75,102.16,102.26,4042473
11/24/2015 16:00:00,103.12,103.25,102.69,102.94,3479620
11/25/2015 16:00:00,102.47,102.69,102.21,102.46,2931291
11/27/2015 16:00:00,101.01,101.62,100.99,101.25,4993553
11/30/2015 16:00:00,101.53,102.38,101.52,101.92,6772983
12/1/2015 16:00:00,102.3,102.43,101.81,102.28,4645916
12/2/2015 16:00:00,101.35,101.35,100.53,100.69,10223492
12/3/2015 16:00:00,101.23,101.97,100.85,101.76,6499935
12/4/2015 16:00:00,102.74,104.21,102.65,104.02,10670249
12/7/2015 16:00:00,103.32,103.37,102.5,102.67,4393461
12/8/2015 16:00:00,103.13,103.26,102.53,102.84,3412291
12/9/2015 16:00:00,103.63,103.66,102.32,102.64,6026283
12/10/2015 16:00:00,102.51,102.83,102.34,102.55,3853545
12/11/2015 16:00:00,101.91,103.32,101.85,103.11,6798411
12/14/2015 16:00:00,102.58,102.72,101.74,101.79,5563778
12/15/2015 16:00:00,101.71,102.06,101.41,101.52,6831064
12/16/2015 16:00:00,102.59,103.2,101.66,102.75,8292194
12/17/2015 16:00:00,100.92,100.99,100.23,100.5,10156223
12/18/2015 16:00:00,101.35,102.53,101.3,102.04,8345864
12/21/2015 16:00:00,102.95,103.52,102.83,103.15,6378892
12/22/2015 16:00:00,103.09,103.2,102.56,102.61,4123512
12/23/2015 16:00:00,102.4,102.59,102.21,102.31,2821380
12/24/2015 16:00:00,102.82,103.05,102.77,103.05,1710153
12/28/2015 16:00:00,102.48,102.6,102.03,102.27,3356190
12/29/2015 16:00:00,102.52,102.58,102.11,102.2,2832238
12/30/2015 16:00:00,101.47,101.6,101.35,101.42,3744959
12/31/2015 16:00:00,101.48,101.72,101.31,101.46,3823564
1/4/2016 16:00:00,103.13,103.67,102.49,102.89,6439982
1/5/2016 16:00:00,103.13,103.46,102.93,103.18,3500272
1/6/2016 16:00:00,104.37,104.8,103.93,104.67,9316599
1/7/2016 16:00:00,105.83,106.24,105.19,106.15,11730376
1/8/2016 16:00:00,105.48,105.8,105.04,105.68,7678153
1/11/2016 16:00:00,105.47,105.57,104.71,104.74,6272359
1/12/2016 16:00:00,104.09,104.59,103.65,104.21,5540231
1/13/2016 16:00:00,103.89,104.82,103.78,104.72,7324203
1/14/2016 16:00:00,103.75,104.18,102.5,103.02,9989065
1/15/2016 16:00:00,104.92,104.96,103.97,104.08,10052735
1/19/2016 16:00:00,104.06,104.45,103.65,103.98,4588405
1/20/2016 16:00:00,105.17,106.16,104.94,105.37,10120876
1/21/2016 16:00:00,104.99,105.49,104.52,105.49,5425032
1/22/2016 16:00:00,104.93,105.51,104.76,105,4185326
1/25/2016 16:00:00,105.76,106.09,105.6,106.08,6819409
1/26/2016 16:00:00,106.32,107.43,106.26,107.29,8443381
1/27/2016 16:00:00,106.86,107.93,106.65,107.69,8273353
1/28/2016 16:00:00,106.55,106.86,106.48,106.54,5914192
1/29/2016 16:00:00,106.61,107,106.26,106.95,8098682
2/1/2016 16:00:00,107.54,108.15,107.53,108.05,10471814
2/2/2016 16:00:00,107.92,108.18,107.35,108.09,6656018
2/3/2016 16:00:00,107.91,109.58,107.9,109.25,15785215
2/4/2016 16:00:00,110.45,110.7,109.92,110.57,13213681
2/5/2016 16:00:00,109.79,112.35,109.58,112.32,14777267
2/8/2016 16:00:00,113.67,114.87,113.39,113.83,28341176
2/9/2016 16:00:00,114.43,114.69,113.55,113.58,18156696
2/10/2016 16:00:00,113.92,114.52,112.98,114.46,13311118
2/11/2016 16:00:00,118.59,120.84,117.77,119.06,49138983
2/12/2016 16:00:00,118.12,118.74,117.88,118.36,16981163
2/16/2016 16:00:00,116,116.31,114.74,114.77,14601662
2/17/2016 16:00:00,115.47,116.07,114.89,115.48,10582440
2/18/2016 16:00:00,115.3,118.6,115.29,118.29,13586529
2/19/2016 16:00:00,117.26,117.97,117.1,117.58,15191950
2/22/2016 16:00:00,115.44,116.19,115.41,115.49,10677842
2/23/2016 16:00:00,116.68,117.42,116.52,117.22,9033429
2/24/2016 16:00:00,119,119.86,117.35,117.61,17938767
2/25/2016 16:00:00,117.62,118.91,117.54,117.92,12500275
2/26/2016 16:00:00,117.43,117.72,115.86,117.11,12505077
2/29/2016 16:00:00,117.59,118.7,117.53,118.64,11517545
3/1/2016 16:00:00,118.74,119.11,117.34,117.77,14139278
3/2/2016 16:00:00,118.34,118.97,118.07,118.68,8903045
3/3/2016 16:00:00,118.86,121.3,118.81,120.73,18724053
3/4/2016 16:00:00,121.13,122.37,120.22,120.54,16261054
3/7/2016 16:00:00,121.18,121.58,120.41,121.14,9358611
3/8/2016 16:00:00,121.79,121.88,120.47,120.58,11530989
3/9/2016 16:00:00,119.2,120.39,118.84,119.58,8672862
3/10/2016 16:00:00,120.5,121.76,120.42,121.5,18104896
3/11/2016 16:00:00,121.19,121.39,119.36,119.41,10812322
3/14/2016 16:00:00,120.27,120.31,117.5,117.87,14236159
3/15/2016 16:00:00,117.78,118.04,117.36,117.96,9941816
3/16/2016 16:00:00,117.42,120.76,117.34,120.59,17333961
3/17/2016 16:00:00,121.16,121.18,120.03,120.13,1444650
3/18/2016 16:00:00,119.59,120.34,119.51,119.8,16965893
3/21/2016 16:00:00,119,119.33,118.73,118.96,7240640
3/22/2016 16:00:00,119.73,120.16,118.96,119.31,6786752
3/23/2016 16:00:00,116.74,117.12,116.16,116.61,15993672
3/24/2016 16:00:00,116.77,116.94,116.3,116.33,6280937
3/28/2016 16:00:00,116.73,116.91,116.27,116.6,3879076
3/29/2016 16:00:00,117.36,118.81,116.8,118.76,14472350
3/30/2016 16:00:00,117.88,118.2,116.91,117.1,10769071
3/31/2016 16:00:00,118.16,118.39,117.6,117.64,9348249
4/1/2016 16:00:00,116.08,116.98,115.55,116.93,10405379
4/4/2016 16:00:00,116.67,116.73,116.07,116.15,7643738
4/5/2016 16:00:00,117.76,117.93,117.15,117.66,8865906
4/6/2016 16:00:00,116.7,117.39,116.26,116.94,7549435
4/7/2016 16:00:00,118.65,118.85,115,118.61,11900452
4/8/2016 16:00:00,118.07,118.77,117.98,118.43,9078874
4/11/2016 16:00:00,119.47,120.3,119.42,120.03,9845964
4/12/2016 16:00:00,120.23,120.35,119.55,120.05,9689464
4/13/2016 16:00:00,119.37,119.43,118.56,118.77,8841545
4/14/2016 16:00:00,118.09,118.19,116.95,117.11,13165804
4/15/2016 16:00:00,117.33,118.12,117.19,117.92,7838146
4/18/2016 16:00:00,118.53,118.56,117.63,117.74,5809803
4/19/2016 16:00:00,119.87,120.09,119.37,119.58,21031520
4/20/2016 16:00:00,119.67,120.08,118.72,118.97,10233193
4/21/2016 16:00:00,120.42,120.55,119.13,119.42,14612767
4/22/2016 16:00:00,118.71,119.02,117.28,117.89,10047007
4/25/2016 16:00:00,118.14,118.71,118.11,118.23,4369353
4/26/2016 16:00:00,118.79,118.89,118.45,118.7,9906835
4/27/2016 16:00:00,118.97,119.7,118.43,119.04,7976411
4/28/2016 16:00:00,119.92,121.42,119.73,121.29,15133641
4/29/2016 16:00:00,122.43,123.93,122.34,123.65,19043902
5/2/2016 16:00:00,123.78,123.96,123.05,123.24,12137459
5/3/2016 16:00:00,123.73,123.82,122.51,122.96,9063588
5/4/2016 16:00:00,122.85,123.23,121.51,122.21,9398242
5/5/2016 16:00:00,122.63,122.73,121.25,122.07,8846907
5/6/2016 16:00:00,122.83,123.81,122.59,123.18,11366823
5/9/2016 16:00:00,121.2,121.29,120.59,120.65,9236166
5/10/2016 16:00:00,120.74,121.38,120.08,120.98,9844957
5/11/2016 16:00:00,121.85,122.16,121.38,122.12,7590081
5/12/2016 16:00:00,122.02,122.39,121,121.16,7447120
5/13/2016 16:00:00,121.09,121.86,120.66,121.71,7672825
5/16/2016 16:00:00,122.93,122.97,121.38,121.8,7103042
5/17/2016 16:00:00,121.58,122.52,121.48,122.22,8619848
5/18/2016 16:00:00,121.22,121.92,119.88,120.1,13381728
5/19/2016 16:00:00,119,119.98,118.92,119.87,14339652
5/20/2016 16:00:00,120.19,120.32,119.31,119.71,10379355
5/23/2016 16:00:00,118.86,119.6,118.75,119.37,8628234
5/24/2016 16:00:00,118.17,118.23,117.25,117.3,12772047
5/25/2016 16:00:00,116.59,117.06,116.32,116.98,10499963
5/26/2016 16:00:00,117.57,117.63,116.39,116.58,5893510
5/27/2016 16:00:00,116.27,116.36,115.29,115.62,8686689
5/31/2016 16:00:00,115.76,116.4,115.5,116.06,8187605
6/1/2016 16:00:00,115.97,116.14,115.2,115.94,8399598
6/2/2016 16:00:00,115.78,115.97,115.58,115.67,4591562
6/3/2016 16:00:00,118.25,118.89,118.23,118.88,14605056
6/6/2016 16:00:00,118.89,119.17,118.46,118.92,9887863
6/7/2016 16:00:00,118.5,119.02,118.41,118.82,4602865
6/8/2016 16:00:00,120.3,120.78,120.23,120.58,11661736
6/9/2016 16:00:00,120.61,121.48,120.55,121.25,12173954
6/10/2016 16:00:00,121.55,122.1,121.18,121.74,13939966
6/13/2016 16:00:00,122.8,122.83,122.03,122.64,12594223
6/14/2016 16:00:00,123,123.06,122.3,122.77,11651694
6/15/2016 16:00:00,122.52,123.87,122.38,123.68,15053005
6/16/2016 16:00:00,125.17,125.67,122.23,122.38,26635004
6/17/2016 16:00:00,123.26,124.1,122.69,123.95,15573825
6/20/2016 16:00:00,122.26,123.33,122.13,123.21,11866200
6/21/2016 16:00:00,121.65,121.86,120.77,120.84,14585633
6/22/2016 16:00:00,120.83,121.25,120.68,120.9,7861000
6/23/2016 16:00:00,120.48,121.03,120.06,120.11,10704904
6/24/2016 16:00:00,126.62,126.82,125,126.01,35782892
6/27/2016 16:00:00,126.44,127.05,125.83,126.68,21400484
6/28/2016 16:00:00,125.56,126.02,125.06,125.32,16001451
6/29/2016 16:00:00,125.91,126.81,125.7,125.84,12218444
6/30/2016 16:00:00,125.95,126.52,125.5,126.47,15981577
7/1/2016 16:00:00,127.66,128.42,127.44,128.41,14940706
7/5/2016 16:00:00,128.8,129.59,128.17,129.47,19026247
7/6/2016 16:00:00,130.5,131.15,129.82,130.23,17376671
7/7/2016 16:00:00,129.82,130.12,128.98,129.74,16508526
7/8/2016 16:00:00,129.85,130.52,128.97,130.52,17634218
7/11/2016 16:00:00,129.49,129.9,129.16,129.29,10855630
7/12/2016 16:00:00,128.52,128.54,126.99,127.15,26459620
7/13/2016 16:00:00,128,128.43,127.61,128.32,7377686
7/14/2016 16:00:00,126.31,127.37,126.03,127.33,12132423
7/15/2016 16:00:00,126.38,127.19,126.33,126.84,13892073
7/18/2016 16:00:00,127.02,127.5,126.63,127.04,8489677
7/19/2016 16:00:00,126.95,127.35,126.82,127.21,5170665
7/20/2016 16:00:00,125.5,126.12,125.31,125.39,11777708
7/21/2016 16:00:00,125.66,127.37,125.6,127.3,9399212
7/22/2016 16:00:00,126.43,126.52,126.01,126.35,7716032
7/25/2016 16:00:00,125.53,126.21,125.11,125.47,13139408
7/26/2016 16:00:00,126.09,126.14,125.75,126,7613155
7/27/2016 16:00:00,126.79,128.12,126.04,128.03,17066363
7/28/2016 16:00:00,128.09,128.2,127.21,127.66,9261756
7/29/2016 16:00:00,128.42,129.41,127.88,128.98,13708194
8/1/2016 16:00:00,128.57,129.34,128.56,129.22,7109898
8/2/2016 16:00:00,130.04,130.55,129.94,130.27,7652767
8/3/2016 16:00:00,129.95,129.96,129.27,129.65,5010703
8/4/2016 16:00:00,130.01,130.28,129.82,129.87,4908131
8/5/2016 16:00:00,128.46,128.55,127.39,127.55,16205122
8/8/2016 16:00:00,127.29,127.7,127.27,127.44,6773804
8/9/2016 16:00:00,127.94,128.14,127.75,127.96,7500421
8/10/2016 16:00:00,129.12,129.2,128.15,128.56,6196202
8/11/2016 16:00:00,128.61,129.19,127.48,127.67,9763821
8/12/2016 16:00:00,129.12,129.26,127.2,127.4,15395846
8/15/2016 16:00:00,127.62,128.25,127.6,127.84,4530841
8/16/2016 16:00:00,128.12,129.04,128,128.47,8678143
8/17/2016 16:00:00,128.17,128.99,127.46,128.5,12034752
8/18/2016 16:00:00,128.89,129.17,128.58,129.11,9500636
8/19/2016 16:00:00,128.08,128.67,127.86,127.97,10660119
8/22/2016 16:00:00,127.63,127.92,127.45,127.78,8627222
8/23/2016 16:00:00,128.14,128.22,127.61,127.76,9038482
8/24/2016 16:00:00,126.92,126.97,126.3,126.34,13539655
8/25/2016 16:00:00,125.98,126.31,125.96,126.23,5926294
8/26/2016 16:00:00,126.88,128.11,125.82,126.05,17967738
8/29/2016 16:00:00,126,126.48,125.93,126.3,5562409
8/30/2016 16:00:00,125.73,125.95,124.88,125.03,9877044
8/31/2016 16:00:00,124.73,125.11,124.64,124.78,13324105
9/1/2016 16:00:00,124.67,125.51,124.55,125.29,12877745
9/2/2016 16:00:00,126.29,126.57,125.58,126.57,11318572
9/6/2016 16:00:00,127.4,129.08,127.27,128.71,15115279
9/7/2016 16:00:00,128.79,128.86,128.12,128.27,8859847
9/8/2016 16:00:00,128.16,128.52,127.4,127.59,10561791
9/9/2016 16:00:00,127.24,127.51,126.7,126.75,12485597
9/12/2016 16:00:00,126.31,126.92,125.97,126.59,11140336
9/13/2016 16:00:00,126.47,126.6,125.53,125.75,8866372
9/14/2016 16:00:00,126.1,126.54,126.03,126.18,5820694
9/15/2016 16:00:00,125.73,126.1,124.91,125.37,12978856
9/16/2016 16:00:00,124.81,125.25,124.67,125.06,18995065
9/19/2016 16:00:00,125.61,125.62,125.25,125.32,4959637
9/20/2016 16:00:00,125.31,125.59,125.17,125.44,5672021
9/21/2016 16:00:00,126.33,127.42,125.96,127.27,13646448
9/22/2016 16:00:00,127.57,128.2,127.5,127.57,15188007
9/23/2016 16:00:00,127.6,127.86,127.43,127.65,7702291
9/26/2016 16:00:00,127.96,128.04,127.42,127.55,5842740
9/27/2016 16:00:00,126.86,126.9,126.34,126.62,6220662
9/28/2016 16:00:00,126.25,126.4,125.73,126.22,6757652
9/29/2016 16:00:00,125.84,126.34,125.54,126.07,7448407
9/30/2016 16:00:00,126.52,126.55,125.24,125.64,11204261
10/3/2016 16:00:00,125.32,125.46,124.9,125.32,9044105
10/4/2016 16:00:00,123.16,123.18,120.86,120.97,24372722
10/5/2016 16:00:00,121.33,121.59,120.4,120.78,14718120
10/6/2016 16:00:00,119.69,119.98,119.24,119.66,17917672
10/7/2016 16:00:00,120.49,120.58,118.42,119.74,17907270
10/10/2016 16:00:00,120.16,120.42,119.92,120.16,4514368
10/11/2016 16:00:00,119.92,120.16,119.53,119.55,6065330
10/12/2016 16:00:00,119.72,120.07,119.29,119.74,4848622
10/13/2016 16:00:00,120,120.42,119.8,120.03,7184647
10/14/2016 16:00:00,119.37,120.16,119.29,119.36,6577309
10/17/2016 16:00:00,119.7,119.92,119.58,119.68,4777878
10/18/2016 16:00:00,120.08,120.64,119.82,120.42,4919730
10/19/2016 16:00:00,121.13,121.46,120.89,121.11,6019772
10/20/2016 16:00:00,121.39,121.59,120.63,120.74,6496724
10/21/2016 16:00:00,120.9,120.93,120.55,120.83,6707783
10/24/2016 16:00:00,121.28,121.3,120.16,120.56,5481119
10/25/2016 16:00:00,120.89,121.76,120.86,121.47,6141110
10/26/2016 16:00:00,121.37,121.53,120.61,120.79,3905914
